Vehicle_ID,Vehicle_Type,Total_Distance_KM,Total_Fuel_Liters,Total_Fuel_Cost_INR,Total_Maint_Cost_INR,Avg_Mileage_KMPL,Num_Trips,Fraud_Flags,Cost_Per_KM_INR,Total_Cost_INR,Overall_Cost_Per_KM,Score_Mileage,Score_CostPerKM,Score_Maint,Score_Distance,Efficiency_Score,Rank
VH1027,Car,459.6,26.060000000000002,2474.2200000000003,4305.66,18.082,5,0,5.383420365535248,6779.88,14.751697127937335,0.7954458161429111,0.9764041547925653,0.7537458716289315,0.24175126903540523,0.7695,50
VH1033,Car,469.4,27.42,2684.45,3061.54,17.586666666666666,3,0,5.718896463570515,5745.99,12.241137622496804,0.7682670324224088,0.9702761228157382,0.8254678340154242,0.24693316412846505,0.7694,51
VH1003,Car,709.8,42.16,3894.62,6318.05,17.958000000000002,5,0,5.486925894618203,10212.67,14.38809523809524,0.7886419752653696,0.9745134532024565,0.6377341043661642,0.37404822335005605,0.7689,52
VH1096,Car,635.3,36.62,3420.13,4368.27,17.305,4,0,5.3834881158507795,7788.400000000001,12.25940500550921,0.7528120712892833,0.9764029172197473,0.7501364834147574,0.3346552453466928,0.7679,53
VH1193,Car,262.6,14.73,1481.29,2194.13,17.91333333333333,3,0,5.64086062452399,3675.42,13.996268088347295,0.7861911293578677,0.9717015779221265,0.8754729359297634,0.1375846023687936,0.7672,54
VH1039,Car,489.6,27.23,2497.72,5014.82,18.012,5,0,5.101552287581699,7512.539999999999,15.34424019607843,0.7916049382281699,0.9815529466291882,0.7128636843431351,0.2576142131978334,0.7662,55
VH1077,Car,323.20000000000005,18.619999999999997,1737.1,3322.75,17.94,3,0,5.3746905940594045,5059.85,15.655476485148514,0.7876543209444361,0.9765636186681369,0.8104094041252402,0.16962774957689852,0.7645,56
VH1167,Car,395.5,23.45,2212.03,3141.12,17.626666666666665,3,0,5.592996207332491,5353.15,13.535145385587862,0.7704618198022608,0.972575901550008,0.8208801465200724,0.20785744500835035,0.7644,57
VH1107,Car,556.7,31.67,2908.5699999999997,4317.66,17.353333333333335,3,0,5.224663193820728,7226.23,12.980474223100412,0.7554641060399381,0.9793041200375256,0.7530540866334022,0.293094331641131,0.7641,58
VH1156,Car,712.3,40.31,3670.8,5492.95,17.214,5,0,5.153446581496561,9163.75,12.865014740979925,0.7478189300001197,0.980605010563437,0.6853000876837663,0.3753701353635917,0.764,59
VH1024,Car,776.5999999999999,46.019999999999996,3875.77,6222.860000000001,17.208333333333332,6,0,4.99069018799897,10098.630000000001,13.00364408962143,0.7475080017879739,0.9835780282825158,0.6432216888432003,0.4093697123517294,0.7638,60
VH1079,Car,291.1,17.009999999999998,1685.31,4113.610000000001,18.526666666666667,3,0,5.789453795946409,5798.92,19.920714531088972,0.8198445358489341,0.9689872751406539,0.7648173139948816,0.15265439932310038,0.7637,61
VH1060,Car,863.7,48.56,4593.65,7574.08,17.532,5,0,5.318571263170082,12167.73,14.0879124696075,0.7652674896699442,0.977588732100128,0.5653255453716087,0.45542512690331255,0.7631,62
VH1183,Car,497.2,27.69,2450.2,4401.67,17.4775,4,0,4.927996781979083,6851.87,13.780913113435238,0.7622770918648957,0.9847232281911713,0.7482110151772008,0.26163282571898183,0.7629,63
VH1019,Car,1000.4,62.43,5427.65,8527.43,17.38,6,0,5.425479808076769,13955.08,13.949500199920033,0.756927297626506,0.9756358687348358,0.5103661099142873,0.5277072758034436,0.7621,64
VH1131,Car,408.9,24.6,2335.86,3959.54,17.84,3,0,5.712545854732209,6295.4,15.395940327708486,0.7821673524948056,0.970392127306852,0.7736992568499816,0.21494289340090159,0.7617,65
VH1150,Car,140.0,7.97,791.82,1024.08,17.56,1,0,5.655857142857143,1815.9,12.970714285714287,0.7668038408358406,0.9714276414347737,0.9429248554313514,0.07275803722500383,0.7607,66
VH1026,Car,692.7,42.5,3721.05,5441.110000000001,17.125999999999998,5,0,5.371805976613253,9162.16,13.226735960733361,0.7429903977644449,0.9766163110299906,0.6882885988644529,0.36500634517747205,0.7599,67
VH1146,Car,271.7,13.879999999999999,1283.8899999999999,4496.5,18.203333333333333,3,0,4.725395656974604,5780.389999999999,21.2748987854251,0.8021033378617959,0.9884240765670758,0.7427441842500305,0.14239636209806347,0.7595,68
VH1170,Car,820.4000000000001,50.12,4371.69,6309.12,16.948,5,0,5.32872988785958,10680.81,13.019027303754264,0.733223593924103,0.9774031678310119,0.6382489077003373,0.4325296108288746,0.7593,69
VH1175,Car,597.7,36.83,3436.3199999999997,3569.72,16.723333333333333,3,0,5.749238748536054,7006.039999999999,11.721666387819974,0.7208962048072668,0.9697218702367681,0.796171892429751,0.3147736886631162,0.7584,70
VH1036,Car,241.7,14.690000000000001,1218.51,2086.2200000000003,17.276666666666667,3,0,5.041414977244518,3304.7300000000005,13.672858916011588,0.7512574302285547,0.9826514551754153,0.8816938125020606,0.1265334179356353,0.7581,71
VH1124,Car,1085.8999999999999,67.58,5914.25,10367.22,17.64625,8,0,5.446403904595267,16281.47,14.993526107376372,0.7715363511236468,0.9752536551187168,0.40430451683721647,0.5729166666663636,0.758,72
VH1149,Car,972.0,63.19,5694.4400000000005,5651.61,16.1,5,0,5.858477366255144,11346.05,11.672890946502056,0.6866941014712378,0.9677264441947716,0.6761535370678764,0.5126903553296782,0.7574,73
VH1095,Car,265.2,15.420000000000002,1393.17,1863.09,17.115000000000002,2,0,5.253280542986426,3256.26,12.278506787330318,0.7423868312349858,0.9787813762957017,0.8945569780064316,0.1389593908628707,0.7574,74
VH1011,Car,721.7,43.42,3986.65,6709.27,17.482,5,0,5.523971179160315,10695.92,14.820451711237355,0.762524005445129,0.9738367591262042,0.6151807605369165,0.3803405245344859,0.7571,75
VH1063,Car,529.6,30.0,2673.5099999999998,6945.55,18.19333333333333,6,0,5.04816842900302,9619.06,18.16287764350453,0.8015546410168328,0.9825280920846543,0.6015595139749446,0.27876480541440424,0.7565,76
VH1047,Car,1019.6,61.37,5690.92,7458.96,16.525000000000002,6,0,5.5815221655551195,13149.880000000001,12.89709690074539,0.7100137173821668,0.9727854941121219,0.5719620694287197,0.5378595600673975,0.7555,77
VH1094,Car,224.6,11.98,1053.27,3161.21,17.560000000000002,3,0,4.689536954585931,4214.48,18.764381121994656,0.7668038408358409,0.9890790957358698,0.8197219831400571,0.11749153976305125,0.7551,78
VH1117,Car,641.0,38.57,3476.8,6456.23,17.558,5,0,5.42402496099844,9933.029999999999,15.496146645865833,0.7666941014668481,0.9756624439497903,0.6297682001426443,0.33766920473755413,0.7549,79
VH1015,Car,795.2,51.56,4650.15,4606.3099999999995,16.22,4,0,5.847774144869215,9256.46,11.640417505030179,0.693278463610794,0.967921956433325,0.7364137750534412,0.41920473773243494,0.7548,80
VH1108,Car,350.3,21.41,2008.1999999999998,3446.66,17.400000000000002,3,0,5.732800456751355,5454.86,15.57196688552669,0.7580246913164322,0.9700221431274182,0.8032661475589039,0.18395727580362528,0.7529,81
VH1144,Car,435.29999999999995,25.46,2461.9,4881.049999999999,17.643333333333334,3,0,5.655639788651506,7342.949999999999,16.868711233631977,0.771376314543866,0.9714316117728402,0.7205753575807978,0.22890228426383838,0.7524,82
VH1056,Car,139.7,8.0,780.8299999999999,3597.8900000000003,18.26,3,0,5.589334287759485,4378.72,31.343736578382252,0.8052126199832532,0.9726427926351594,0.7945479271527458,0.07259940778337955,0.7523,83
VH1118,Car,236.20000000000002,13.620000000000001,1250.01,2823.93,17.39,2,0,5.292167654530059,4073.9399999999996,17.247840812870447,0.7574759944714692,0.9780710381690172,0.8391657534144006,0.12362521150585681,0.7519,84
VH1103,Car,507.7,30.92,2794.32,3220.2,16.496666666666666,3,0,5.503880244238724,6014.52,11.84660232420721,0.708459076321438,0.9742037536523862,0.8163212833995344,0.2671848561758317,0.7515,85
VH1139,Car,493.7,30.86,2856.17,5131.07,17.491666666666667,6,0,5.785233947741544,7987.24,16.17832691918169,0.76305441239526,0.9690643577253394,0.7061620171989449,0.2597821489000319,0.7511,86
VH1159,Car,401.0,24.64,2385.5299999999997,2805.26,16.836666666666666,3,0,5.948952618453864,5190.79,12.944613466334165,0.7271147690501811,0.9660737624036325,0.8402420555699449,0.21076565143812886,0.7503,87
VH1140,Car,725.0999999999999,43.05,4064.4,6602.07,17.080000000000002,5,0,5.605295821266033,10666.47,14.71034340091022,0.7404663922776151,0.9723512285317847,0.6213607064969783,0.3821383248728944,0.75,88
VH1132,Car,1127.6,68.96000000000001,6051.43,9246.24,16.518571428571427,7,0,5.3666459737495575,15297.67,13.56657502660518,0.7096609836961189,0.976710567111823,0.468927612194586,0.5949661590521388,0.7498,89
VH1166,Car,349.6,22.56,1996.32,1907.92,16.505000000000003,2,0,5.710297482837528,3904.24,11.167734553775743,0.7089163236922407,0.9704331975796586,0.8919725845606334,0.1835871404398353,0.7491,90
VH1123,Car,302.4,18.259999999999998,1745.3200000000002,2663.08,17.033333333333335,3,0,5.771560846560847,4408.4,14.578042328042327,0.737905807001121,0.9693141197851356,0.8484385547919746,0.1586294416242816,0.7486,91
VH1092,Car,618.0999999999999,39.62,3671.56,6233.87,17.35,4,0,5.940074421614626,9905.43,16.02561074259829,0.7552812070916171,0.9662359375166915,0.6425869761098022,0.3255604906935673,0.7478,92
VH1120,Car,413.2,23.68,2246.1499999999996,4200.86,17.11,3,0,5.435987415295256,6447.009999999999,15.602637947725071,0.7421124828125041,0.9754439297161935,0.7597874605898873,0.21721658206418298,0.7477,93
VH1157,Car,439.4,26.98,2601.85,2987.2,16.58,2,0,5.921370050068275,5589.049999999999,12.719731451979971,0.7130315500294633,0.9665776041439528,0.8297534420627282,0.23107021996603688,0.747,94
VH1135,Car,331.3,19.7,1924.17,4213.32,17.51,3,0,5.807938424388771,6137.49,18.52547539993963,0.7640603566110257,0.9686496224886827,0.7590691571695295,0.1739107445007541,0.7464,95
VH1176,Car,1893.6,114.84,11034.56,17380.46,16.978333333333335,12,0,5.827291930713984,28415.019999999997,15.005819602872833,0.7348879743538244,0.9682960983290801,5.762057497804562e-14,0.9999999999994712,0.7461,96
VH1093,Car,992.3,94.3,9348.4,7336.99,17.36,7,1,9.42094124760657,16685.39,16.814864456313614,0.75582990393658,0.9026520835799117,0.5789934874207789,0.5234242808795879,0.7458,97
VH1053,Car,313.5,18.450000000000003,1746.57,3181.09,16.995,2,0,5.571196172248803,4927.66,15.718213716108453,0.7358024690954293,0.9729741156489294,0.8185759259974635,0.16449873096438006,0.7455,98
VH1161,Car,559.8,37.63,3487.6800000000003,4382.04,16.7325,4,0,6.230225080385853,7869.72,14.058092175777064,0.7213991769151497,0.9609358504897444,0.7493426601323875,0.29473350253791525,0.7454,99
VH1187,Car,692.7,40.58,3570.92,7354.19,17.155,6,0,5.155074346759059,10925.11,15.771777104085462,0.7445816186148378,0.9805752767086623,0.5780019289271869,0.36500634517747205,0.7453,100
VH1186,Car,1045.5,67.0,6233.48,7694.7,16.11,6,0,5.962199904351984,13928.18,13.322027737924438,0.6872427983162007,0.9658317785721009,0.5583719531915468,0.5515545685276272,0.7451,101
VH1164,Car,834.5999999999999,48.28,4553.36,8651.74,17.23857142857143,7,0,5.455739276300024,13205.099999999999,15.822070452911575,0.7491671565334574,0.9750831289421654,0.5031997938481001,0.44003807106575715,0.745,102
VH1029,Car,153.9,9.32,978.41,356.33,16.52,1,0,6.357439896036387,1334.74,8.67277452891488,0.7097393689596851,0.9586120591293517,0.9814198079950756,0.08010786802026222,0.7432,103
VH1016,Car,290.3,17.77,1696.2399999999998,1950.4099999999999,16.495,2,0,5.843058904581467,3646.6499999999996,12.56166035136066,0.7083676268472776,0.9680080881828922,0.8895230891889634,0.15223138747876894,0.743,104
VH1102,Car,595.2,35.83,3377.06,5327.469999999999,16.7,4,0,5.673823924731182,8704.529999999999,14.624546370967739,0.7196159121690197,0.9710994481164132,0.6948398027721154,0.3134517766495805,0.743,105
VH1058,Car,1229.8,79.08,7571.06,10267.39,16.437,10,0,6.156334363311108,17838.45,14.505163441209953,0.705185185146492,0.9622855880110659,0.410059591512524,0.6490059221654775,0.7425,106
VH1138,Car,862.7,54.76,5300.8099999999995,5567.97,15.813333333333333,6,0,6.144441868552219,10868.779999999999,12.598562652138632,0.6709647919156306,0.962502824316703,0.6809752784867156,0.4548963620978983,0.7421,107
VH1129,Car,569.4,32.62,3005.51,7655.21,17.628,5,0,5.278380751668424,10660.720000000001,18.722725676150336,0.7705349793815893,0.9783228790068363,0.5606485023143344,0.29980964466989224,0.7412,108
VH1022,Car,299.9,17.23,1582.54,4820.01,17.459999999999997,3,0,5.276892297432478,6402.55,21.348949649883295,0.7613168723862103,0.978350068112729,0.7240942372580569,0.15730752961074593,0.7411,109
VH1142,Car,445.9,29.68,2836.8999999999996,3973.9900000000002,16.82,4,0,6.362188831576586,6810.889999999999,15.274478582641848,0.7262002743085761,0.958525311879647,0.772866232417865,0.23450719120122968,0.7408,110
VH1177,Car,505.1,30.63,2869.58,4482.07,16.5675,4,0,5.681211641259156,7351.65,14.554840625618688,0.7123456789732595,0.970964499118901,0.7435760557071545,0.2658100676817546,0.7406,111
VH1050,Car,957.7,58.44,5218.34,9742.74,16.991666666666667,6,0,5.448825310640075,14961.08,15.621885767985798,0.7356195701471082,0.9752094240877778,0.4403050080045612,0.5051290186122541,0.7406,112
VH1169,Car,823.8,51.65,5265.7,8510.41,17.284,5,0,6.3919640689487744,13776.11,16.72263899004613,0.7516598079148609,0.9579814173732931,0.5113472916329463,0.4343274111672831,0.7402,113
VH1061,Car,570.1,33.16,3044.0099999999998,6360.04,16.992,5,0,5.3394316786528675,9404.05,16.495439396597085,0.7356378600419404,0.9772076817246256,0.635313433369308,0.3001797800336823,0.7398,114
VH1143,Car,957.8,57.620000000000005,4942.3,9772.26,16.845714285714287,7,0,5.160054291083734,14714.560000000001,15.36287325120067,0.7276112090527669,0.9804843096971728,0.43860321691555915,0.5051818950927955,0.7394,115
VH1190,Car,481.8,28.45,2561.79,4136.1,16.32,5,0,5.317123287671233,6697.89,13.901805728518058,0.6987654320604244,0.9776151817941914,0.7635207936157604,0.25348984771560207,0.7393,116
VH1130,Car,368.0,21.77,1860.75,5113.71,17.125,4,0,5.056385869565218,6974.46,18.95233695652174,0.7429355280799487,0.9823779867900364,0.7071627994924773,0.1933164128594579,0.7389,117
VH1078,Car,462.3,29.05,2656.07,4335.03,16.61,4,0,5.745338524767467,6991.1,15.122431321652607,0.7146776405643523,0.969793114346589,0.7520527278523735,0.24317893401002375,0.7388,118
VH1110,Car,558.2,34.7,3367.87,6127.67,17.105,4,0,6.033446793264062,9495.54,17.01099964170548,0.7418381343900227,0.9645303349936772,0.6487092733202366,0.2938874788492524,0.7386,119
VH1098,Car,885.3,75.98,6794.92,7787.76,16.995,6,1,7.6752739184457255,14582.68,16.47202078391506,0.7358024690954293,0.9345396167801917,0.553007160551217,0.4668464467002608,0.7376,120
VH1154,Car,527.4,34.260000000000005,3180.01,3792.44,16.0175,4,0,6.029598028062193,6972.450000000001,13.220420932878273,0.6821673525002926,0.9646006391267182,0.7833323629127271,0.27760152284249284,0.7355,121
VH1145,Car,652.1,40.769999999999996,3774.08,6390.41,16.548,5,0,5.787578592240454,10164.49,15.587317896028216,0.7112757201255815,0.9690215288724113,0.6335626408431225,0.3435384940776526,0.7347,122
VH1173,Car,536.6,35.81,3410.0,3715.96,15.983333333333334,3,0,6.354826686544913,7125.96,13.279836004472605,0.6802926382800023,0.9586597937710137,0.7877413392842338,0.28246615905230416,0.7342,123
VH1044,Car,1038.0,60.489999999999995,5746.030000000001,12048.0,17.38888888888889,9,0,5.535674373795762,17794.03,17.142610789980733,0.7574150281553621,0.973622980703905,0.30740965143840515,0.5475888324870201,0.7341,124
VH1065,Car,653.0,40.31,3670.23,7839.74,17.104,5,0,5.6205666156202145,11509.97,17.626294027565084,0.7417832647055262,0.9720722819342117,0.5500105785455827,0.3440143824025254,0.734,125
VH1070,Car,746.9,49.16,4451.57,6778.65,16.326,5,0,5.960061587896639,11230.22,15.035774534743606,0.6990946501674022,0.9658708384982527,0.6111810902877646,0.39366539763092556,0.7335,126
VH1084,Car,615.8,42.84,3786.91,5264.07,16.2275,4,0,6.149577784995128,9050.98,14.69792140305294,0.6936899862445163,0.9624090082136281,0.6984947334984952,0.3243443316411145,0.7331,127
VH1002,Car,536.6,35.89,3345.83,2710.11,15.340000000000002,3,0,6.235240402534476,6055.9400000000005,11.285762206485279,0.6449931412540473,0.9608442372431351,0.845727334096996,0.28246615905230416,0.7313,128
VH1128,Car,699.8,72.85,6745.62,5286.46,16.946,5,1,9.639354101171763,12032.08,17.193598170905975,0.7331138545551105,0.8986624075385,0.6972039779943368,0.36876057529591333,0.731,129
VH1178,Car,677.3,43.76,3883.2200000000003,4943.6900000000005,15.522499999999999,4,0,5.733382548353759,8826.91,13.032496677986122,0.6550068586746225,0.9700115102508173,0.7169642399041349,0.3568633671740922,0.7298,130
VH1075,Car,687.6,42.18,3696.76,7848.57,16.661666666666665,6,0,5.376323443862711,11545.33,16.790764979639324,0.717512574263328,0.976533791935721,0.5495015400863723,0.36230964466985927,0.7297,131
VH1014,Car,198.8,13.280000000000001,1154.1100000000001,3578.1099999999997,16.875,2,0,5.805382293762576,4732.219999999999,23.80392354124748,0.7292181069558729,0.9686963144894124,0.7956882194203767,0.10384940778336303,0.7292,132
VH1194,Car,486.0,32.4,2911.85,5163.32,16.43,4,0,5.991460905349794,8075.17,16.61557613168724,0.7048010973550178,0.965297277453128,0.7043028450234599,0.25571065989834196,0.7285,133
